sender,message,conversation_history,receiver
17,"Dat is een terechte vraag. Daar spreken wij ook geregeld over. Mevrouw Pijpelink weet dat ik me dag in, dag uit echt stevig inzet om dat lerarentekort op te lossen. Dat heb ik helaas niet met één druk op de knop gefikst, maar het is een serie van maatregelen. Dat is investeren in de lerarensalarissen. Dat hebben we in de afgelopen periode gedaan en is structureel. Het gaat om het bevorderen van zijinstroom. In 2017 — dat zeg ik uit mijn hoofd — was er sprake van 500 zijinstromers en in 2023, vorig jaar, waren het er maar liefst 2.300. Daaraan blijven we dus werken. Het gaat om verlaging van de werkdruk, waardoor het vak aantrekkelijker wordt. Dat doen we onder andere door te investeren in onderwijsondersteuners, klassenassistenten. Daarnaast zijn we bezig met een groep van zo'n 200 scholen om te werken aan wat we ""meerurenmaatwerk"" noemen. Het heette eerst ""meerurenbonus"", maar door mijn gesprekken met het onderwijsveld ben ik overgestapt op zijn benaming, namelijk ""meerurenmaatwerk"". Het gaat namelijk om leraren die parttimecontracten hebben, te stimuleren om meer uren te gaan werken, bijvoorbeeld door hun meer flexibiliteit in hun rooster aan te bieden en door ervoor te zorgen dat ze een tegemoetkoming krijgen in de kinderopvang en dat soort zaken. Het gaat dus om ervoor zorgen dat het vak aantrekkelijk is en dat de randvoorwaarden op orde zijn. Volgens mij moet je daarmee beginnen. Want los van de kosten van externe inhuur en los van het negatieve aspect dat kinderen, leerlingen, steeds iemand anders voor de klas hebben, is het ook nog eens zo dat dat de werkdruk van de vaste leraren vergroot. Die tijdelijke krachten doen namelijk niet mee aan ouderavonden en mentorklassen. Ik zie die problemen. Daarom is het een combinatie van de aanpak van het lerarentekort en … Mevrouw Pijpelink zei terecht dat we niet alsmaar meer regeltjes moeten opleggen aan scholen, maar ik vind deze wettelijke eis wel heel belangrijk, dus ik ga daarmee door. Soms moet je dingen afdwingen.","Sender: Paul, message: Voorzitter, dank. Dank aan mevrouw Pijpelink voor deze vragen. Ik heb de cijfers inderdaad ook gelezen en niet alleen dat; wij monitoren ook wat er gebeurt op het vlak van externe inhuur. En ik vind dit geen goede ontwikkeling. Wat dat betreft vindt mevrouw Pijpelink mij aan haar zijde. Het is in de eerste plaats belangrijk dat leerlingen een vast gezicht voor de klas hebben, een goede vaste leraar. Tegelijkertijd is het ook belangrijk dat publiek geld dat wij in het onderwijs stoppen, in het onderwijs landt en niet in de zakken van commerciële bureaus. Wat doe ik eraan om dit tegen te gaan, was de vraag van mevrouw Pijpelink. Dat is in ieder geval die boodschap heel stevig uitdragen richting de werkgevers in het onderwijs. Dat ondersteun ik vervolgens door een wetsvoorstel dat nu in de maak is over strategisch hrm-beleid, shrm, dat ervoor zorgt dat goed werkgeverschap daadwerkelijk hand in hand gaat met goed personeelsbeleid van schoolbesturen. Hierin stellen we onder andere wettelijke eisen voor vaste en grotere contracten, want ik weet door mijn contacten in het onderwijsveld dat een van de redenen waarom leraren die maar kleine, vaste contracten hebben uiteindelijk bijvoorbeeld kiezen voor een zzp-positie, is dat ze het gevoel hebben dat ze aan het lijntje worden gehouden. Dat vind ik onbestaanbaar, zeker in deze tijden van tekorten. Je moet goede mensen aan je binden door vaste en grotere contracten. Dat gaan we wettelijk vastleggen. Dit is ook in lijn met de motie-Kwint/Westerveld, waar mevrouw Pijpelink ongetwijfeld van weet. Ik verwacht begin 2025 het wetsvoorstel naar de Raad van State te sturen., Sender: Pijpelink, message: Dank aan de staatssecretaris voor de beantwoording. Fijn dat zij het met onze fractie erover eens is dat deze commerciële manier van werken echt niet voor het onderwijs bedoeld is en ook niet oké is. Maar ik wil toch nog wel één stapje verder gaan. De staatssecretaris kijkt nu namelijk in regelgeving ook wel heel erg richting scholen. Volgens mij hebben scholen niet meer regels nodig, maar hebben scholen hulp nodig. Want ze huren natuurlijk op dit moment niet voor niets in, zou je kunnen zeggen; dat lerarentekort is er. Ik zei al: voor onze fractie is het klip-en-klaar dat deze context, deze situatie, juist bijdraagt aan het niet oplossen van het lerarentekort. Dus mijn vraag aan de staatssecretaris is: hoe gaat zij scholen hélpen? Wanneer gaat zij meer aan de andere knop draaien en dat lerarentekort oplossen?",16
16,"Ik ben heel blij deze minister ook te horen zeggen dat de inhuur van extern personeel juist de werkdruk verhoogt van personeel dat zich verbindt aan een school, dat zich verbindt aan leerlingen en dat zich verbindt aan een scholengemeenschap. Daarover zijn we het dus echt eens. Ik wil deze staatssecretaris echt aanmoedigen om deze spiraal te doorbreken. Mijn vraag is als volgt. In Noord-Brabant hebben alle vo-scholen gezegd: wij doen het niet meer; wij huren niet meer extern in. Dat hebben ze dik een jaar geleden besloten, meen ik. Sindsdien hebben tientallen docenten zich inderdaad met een contract verbonden aan de school zelf. Mijn vraag is: kent de staatssecretaris dit voorbeeld, kan zij een rol spelen in het uitrollen van dit voorbeeld in de rest van Nederland en kunnen de onderwijsregio's daar een rol in spelen?","Sender: Pijpelink, message: Dank aan de staatssecretaris voor de beantwoording. Fijn dat zij het met onze fractie erover eens is dat deze commerciële manier van werken echt niet voor het onderwijs bedoeld is en ook niet oké is. Maar ik wil toch nog wel één stapje verder gaan. De staatssecretaris kijkt nu namelijk in regelgeving ook wel heel erg richting scholen. Volgens mij hebben scholen niet meer regels nodig, maar hebben scholen hulp nodig. Want ze huren natuurlijk op dit moment niet voor niets in, zou je kunnen zeggen; dat lerarentekort is er. Ik zei al: voor onze fractie is het klip-en-klaar dat deze context, deze situatie, juist bijdraagt aan het niet oplossen van het lerarentekort. Dus mijn vraag aan de staatssecretaris is: hoe gaat zij scholen hélpen? Wanneer gaat zij meer aan de andere knop draaien en dat lerarentekort oplossen?, Sender: Paul, message: Dat is een terechte vraag. Daar spreken wij ook geregeld over. Mevrouw Pijpelink weet dat ik me dag in, dag uit echt stevig inzet om dat lerarentekort op te lossen. Dat heb ik helaas niet met één druk op de knop gefikst, maar het is een serie van maatregelen. Dat is investeren in de lerarensalarissen. Dat hebben we in de afgelopen periode gedaan en is structureel. Het gaat om het bevorderen van zijinstroom. In 2017 — dat zeg ik uit mijn hoofd — was er sprake van 500 zijinstromers en in 2023, vorig jaar, waren het er maar liefst 2.300. Daaraan blijven we dus werken. Het gaat om verlaging van de werkdruk, waardoor het vak aantrekkelijker wordt. Dat doen we onder andere door te investeren in onderwijsondersteuners, klassenassistenten. Daarnaast zijn we bezig met een groep van zo'n 200 scholen om te werken aan wat we ""meerurenmaatwerk"" noemen. Het heette eerst ""meerurenbonus"", maar door mijn gesprekken met het onderwijsveld ben ik overgestapt op zijn benaming, namelijk ""meerurenmaatwerk"". Het gaat namelijk om leraren die parttimecontracten hebben, te stimuleren om meer uren te gaan werken, bijvoorbeeld door hun meer flexibiliteit in hun rooster aan te bieden en door ervoor te zorgen dat ze een tegemoetkoming krijgen in de kinderopvang en dat soort zaken. Het gaat dus om ervoor zorgen dat het vak aantrekkelijk is en dat de randvoorwaarden op orde zijn. Volgens mij moet je daarmee beginnen. Want los van de kosten van externe inhuur en los van het negatieve aspect dat kinderen, leerlingen, steeds iemand anders voor de klas hebben, is het ook nog eens zo dat dat de werkdruk van de vaste leraren vergroot. Die tijdelijke krachten doen namelijk niet mee aan ouderavonden en mentorklassen. Ik zie die problemen. Daarom is het een combinatie van de aanpak van het lerarentekort en … Mevrouw Pijpelink zei terecht dat we niet alsmaar meer regeltjes moeten opleggen aan scholen, maar ik vind deze wettelijke eis wel heel belangrijk, dus ik ga daarmee door. Soms moet je dingen afdwingen.",17
17,"Ja, dit voorbeeld ken ik zeker. Ik ben de naam van de goede man kwijt, maar een van degenen die een leidende rol speelden bij het bewerkstelligen van deze afspraken heb ik gebeld om hem te bedanken en te feliciteren. Ik heb ook gezegd: laten we dit breder in het land uitdragen. Mevrouw Pijpelink noemt de onderwijsregio's. Ik denk dat er daar inderdaad mogelijkheden zijn. Vanuit mijn ministerie wil ik ook verder verkennen hoe je vanuit de onderwijsregio's niet alleen kunt werken aan wat die al doen, namelijk het samen opleiden van leraren en het zorgen voor begeleiding aan startende leraren, maar ook aan bijvoorbeeld het gezamenlijk opzetten van invalpools, zodat je met elkaar de gaten die onherroepelijk op allerlei plekken in formatie vallen, samen kunt oplossen zonder steeds op commerciële partijen te moeten terugvallen. Ik zou dan ook nog het volgende willen zeggen. Wat ik van schoolleiders terugkrijg, is dat er altijd wel iets van ruimte moet zijn voor tijdelijke inhuur, bijvoorbeeld in geval van ziekte of bijvoorbeeld bij vervanging wegens zwangerschap. Maar het woord zegt het al: dat moet echt tijdelijk en afgebakend zijn.","Sender: Paul, message: Dat is een terechte vraag. Daar spreken wij ook geregeld over. Mevrouw Pijpelink weet dat ik me dag in, dag uit echt stevig inzet om dat lerarentekort op te lossen. Dat heb ik helaas niet met één druk op de knop gefikst, maar het is een serie van maatregelen. Dat is investeren in de lerarensalarissen. Dat hebben we in de afgelopen periode gedaan en is structureel. Het gaat om het bevorderen van zijinstroom. In 2017 — dat zeg ik uit mijn hoofd — was er sprake van 500 zijinstromers en in 2023, vorig jaar, waren het er maar liefst 2.300. Daaraan blijven we dus werken. Het gaat om verlaging van de werkdruk, waardoor het vak aantrekkelijker wordt. Dat doen we onder andere door te investeren in onderwijsondersteuners, klassenassistenten. Daarnaast zijn we bezig met een groep van zo'n 200 scholen om te werken aan wat we ""meerurenmaatwerk"" noemen. Het heette eerst ""meerurenbonus"", maar door mijn gesprekken met het onderwijsveld ben ik overgestapt op zijn benaming, namelijk ""meerurenmaatwerk"". Het gaat namelijk om leraren die parttimecontracten hebben, te stimuleren om meer uren te gaan werken, bijvoorbeeld door hun meer flexibiliteit in hun rooster aan te bieden en door ervoor te zorgen dat ze een tegemoetkoming krijgen in de kinderopvang en dat soort zaken. Het gaat dus om ervoor zorgen dat het vak aantrekkelijk is en dat de randvoorwaarden op orde zijn. Volgens mij moet je daarmee beginnen. Want los van de kosten van externe inhuur en los van het negatieve aspect dat kinderen, leerlingen, steeds iemand anders voor de klas hebben, is het ook nog eens zo dat dat de werkdruk van de vaste leraren vergroot. Die tijdelijke krachten doen namelijk niet mee aan ouderavonden en mentorklassen. Ik zie die problemen. Daarom is het een combinatie van de aanpak van het lerarentekort en … Mevrouw Pijpelink zei terecht dat we niet alsmaar meer regeltjes moeten opleggen aan scholen, maar ik vind deze wettelijke eis wel heel belangrijk, dus ik ga daarmee door. Soms moet je dingen afdwingen., Sender: Pijpelink, message: Ik ben heel blij deze minister ook te horen zeggen dat de inhuur van extern personeel juist de werkdruk verhoogt van personeel dat zich verbindt aan een school, dat zich verbindt aan leerlingen en dat zich verbindt aan een scholengemeenschap. Daarover zijn we het dus echt eens. Ik wil deze staatssecretaris echt aanmoedigen om deze spiraal te doorbreken. Mijn vraag is als volgt. In Noord-Brabant hebben alle vo-scholen gezegd: wij doen het niet meer; wij huren niet meer extern in. Dat hebben ze dik een jaar geleden besloten, meen ik. Sindsdien hebben tientallen docenten zich inderdaad met een contract verbonden aan de school zelf. Mijn vraag is: kent de staatssecretaris dit voorbeeld, kan zij een rol spelen in het uitrollen van dit voorbeeld in de rest van Nederland en kunnen de onderwijsregio's daar een rol in spelen?",16
16,"Dank ook weer voor deze reactie. Ik ken deze staatssecretaris inmiddels goed genoeg om te weten hoe dit haar ook aan het hart gaat. Juist met de bezuinigingen van 0,5 miljard op het funderend onderwijs in de begroting die we eind november gaan behandelen, is het wel heel, heel, heel zuur dat er nu 1 miljard naar commerciële bureaus gaat. Ik hoop echt dat de staatssecretaris zich er keihard voor gaat inzetten om die beweging tegen te gaan.","Sender: Pijpelink, message: Ik ben heel blij deze minister ook te horen zeggen dat de inhuur van extern personeel juist de werkdruk verhoogt van personeel dat zich verbindt aan een school, dat zich verbindt aan leerlingen en dat zich verbindt aan een scholengemeenschap. Daarover zijn we het dus echt eens. Ik wil deze staatssecretaris echt aanmoedigen om deze spiraal te doorbreken. Mijn vraag is als volgt. In Noord-Brabant hebben alle vo-scholen gezegd: wij doen het niet meer; wij huren niet meer extern in. Dat hebben ze dik een jaar geleden besloten, meen ik. Sindsdien hebben tientallen docenten zich inderdaad met een contract verbonden aan de school zelf. Mijn vraag is: kent de staatssecretaris dit voorbeeld, kan zij een rol spelen in het uitrollen van dit voorbeeld in de rest van Nederland en kunnen de onderwijsregio's daar een rol in spelen?, Sender: Paul, message: Ja, dit voorbeeld ken ik zeker. Ik ben de naam van de goede man kwijt, maar een van degenen die een leidende rol speelden bij het bewerkstelligen van deze afspraken heb ik gebeld om hem te bedanken en te feliciteren. Ik heb ook gezegd: laten we dit breder in het land uitdragen. Mevrouw Pijpelink noemt de onderwijsregio's. Ik denk dat er daar inderdaad mogelijkheden zijn. Vanuit mijn ministerie wil ik ook verder verkennen hoe je vanuit de onderwijsregio's niet alleen kunt werken aan wat die al doen, namelijk het samen opleiden van leraren en het zorgen voor begeleiding aan startende leraren, maar ook aan bijvoorbeeld het gezamenlijk opzetten van invalpools, zodat je met elkaar de gaten die onherroepelijk op allerlei plekken in formatie vallen, samen kunt oplossen zonder steeds op commerciële partijen te moeten terugvallen. Ik zou dan ook nog het volgende willen zeggen. Wat ik van schoolleiders terugkrijg, is dat er altijd wel iets van ruimte moet zijn voor tijdelijke inhuur, bijvoorbeeld in geval van ziekte of bijvoorbeeld bij vervanging wegens zwangerschap. Maar het woord zegt het al: dat moet echt tijdelijk en afgebakend zijn.",17
17,"Dat blijf ik doen, ja.","Sender: Paul, message: Ja, dit voorbeeld ken ik zeker. Ik ben de naam van de goede man kwijt, maar een van degenen die een leidende rol speelden bij het bewerkstelligen van deze afspraken heb ik gebeld om hem te bedanken en te feliciteren. Ik heb ook gezegd: laten we dit breder in het land uitdragen. Mevrouw Pijpelink noemt de onderwijsregio's. Ik denk dat er daar inderdaad mogelijkheden zijn. Vanuit mijn ministerie wil ik ook verder verkennen hoe je vanuit de onderwijsregio's niet alleen kunt werken aan wat die al doen, namelijk het samen opleiden van leraren en het zorgen voor begeleiding aan startende leraren, maar ook aan bijvoorbeeld het gezamenlijk opzetten van invalpools, zodat je met elkaar de gaten die onherroepelijk op allerlei plekken in formatie vallen, samen kunt oplossen zonder steeds op commerciële partijen te moeten terugvallen. Ik zou dan ook nog het volgende willen zeggen. Wat ik van schoolleiders terugkrijg, is dat er altijd wel iets van ruimte moet zijn voor tijdelijke inhuur, bijvoorbeeld in geval van ziekte of bijvoorbeeld bij vervanging wegens zwangerschap. Maar het woord zegt het al: dat moet echt tijdelijk en afgebakend zijn., Sender: Pijpelink, message: Dank ook weer voor deze reactie. Ik ken deze staatssecretaris inmiddels goed genoeg om te weten hoe dit haar ook aan het hart gaat. Juist met de bezuinigingen van 0,5 miljard op het funderend onderwijs in de begroting die we eind november gaan behandelen, is het wel heel, heel, heel zuur dat er nu 1 miljard naar commerciële bureaus gaat. Ik hoop echt dat de staatssecretaris zich er keihard voor gaat inzetten om die beweging tegen te gaan.",16
18,"Op dit moment hebben wij 200.000 fte aan leraren op 2 miljoen leerlingen. Kortom, we zouden klassen kunnen hebben van maar tien kinderen per leraar, maar dat is helaas niet het geval. We zien namelijk dat heel veel leraren uit het onderwijs en uit de klas zijn gestroomd en in de grote schil rondom het onderwijs werkzaam zijn. Ondertussen gaat het heel slecht met de onderwijskwaliteit, wachten we nog steeds op een herstelplan van dit kabinet en wordt de grootste onderwijsbezuiniging van deze eeuw doorgevoerd. Mijn vraag is dus: wat gaat deze minister eraan doen om te zorgen dat we al die mensen met een lesbevoegdheid weer voor de klas krijgen? Dan wil ik niet alleen horen wie ze gaat bedanken en feliciteren voor de goede initiatieven, maar ook wat zij daar zelf aan gaat doen.","Sender: Pijpelink, message: Dank ook weer voor deze reactie. Ik ken deze staatssecretaris inmiddels goed genoeg om te weten hoe dit haar ook aan het hart gaat. Juist met de bezuinigingen van 0,5 miljard op het funderend onderwijs in de begroting die we eind november gaan behandelen, is het wel heel, heel, heel zuur dat er nu 1 miljard naar commerciële bureaus gaat. Ik hoop echt dat de staatssecretaris zich er keihard voor gaat inzetten om die beweging tegen te gaan., Sender: Paul, message: Dat blijf ik doen, ja.",17
17,"Ik heb net een aantal maatregelen genoemd waarmee ik in ieder geval wil zorgen dat externe inhuur wordt ontmoedigd. Een ander punt is dat ik werk aan het aantrekkelijker maken van het vak en het ervoor zorgen — dat is in de afgelopen periode gebeurd en dat wordt doorgezet — dat de salarissen op orde zijn en dat de werkdruk omlaag wordt gebracht. Er wordt ook naar gekeken — dat heb ik net niet genoemd — dat de lerarenopleidingen zo goed aansluiten bij de praktijk dat het aantrekkelijker wordt om een lerarenopleiding te gaan doen. De zijinstroom wordt bevorderd. Het meerurenmaatwerk wordt verder doorgetrokken, zodat mensen die meer kunnen en willen werken ook meer gaan werken, waardoor ze collega's ontlasten. Dat is een heel pakket aan maatregelen waar we volgens mij al voortvarend mee aan de slag zijn en dat ik wil doorzetten. Ik zie mevrouw Rooderkerk weglopen, maar ik heb nog één punt over het pakken van het potentieel: hoe kun je de stille reserve aanboren? Dat is dus ten eerste door deze maatregelen, waardoor mensen die allemaal een warm kloppend onderwijshart hebben maar om allerlei heel uiteenlopende redenen uit het onderwijs zijn gestapt, hopelijk onder deze condities terug willen gaan. Ik weet vanuit mijn gesprekken met onderwijsregio's dat zij ook heel bewust gesprekken voeren en hun netwerk aanboren van mensen die vertrokken zijn maar die ze weer terug weten te halen. Daar zijn hele mooie voorbeelden van. Misschien zou je het liefst een grote mailing willen sturen en iedereen benaderen die daarvoor in aanmerking komt. Daar hebben we ook weleens met de Kamer over gesproken, maar er zijn belemmeringen, onder andere op het gebied van de AVG. Wat we bijvoorbeeld doen, is meeliften in mailings van de pensioenfondsen, omdat die ook naar oud-leraren toe gaan. In die mailings doen we ook echt concreet een oproep in de zin van: kom terug naar dat fijne onderwijs. Dat is een van de manieren die we ook aanwenden. Ik zal blijven kijken naar creatieve en innovatieve manieren om dat te doen om mensen terug te winnen voor het onderwijs. Ik ga daar ook heel graag met de Kamer over in gesprek, zeker wanneer we het later dit jaar of begin volgend jaar over de lerarenstrategie gaan hebben.","Sender: Paul, message: Dat blijf ik doen, ja., Sender: Rooderkerk, message: Op dit moment hebben wij 200.000 fte aan leraren op 2 miljoen leerlingen. Kortom, we zouden klassen kunnen hebben van maar tien kinderen per leraar, maar dat is helaas niet het geval. We zien namelijk dat heel veel leraren uit het onderwijs en uit de klas zijn gestroomd en in de grote schil rondom het onderwijs werkzaam zijn. Ondertussen gaat het heel slecht met de onderwijskwaliteit, wachten we nog steeds op een herstelplan van dit kabinet en wordt de grootste onderwijsbezuiniging van deze eeuw doorgevoerd. Mijn vraag is dus: wat gaat deze minister eraan doen om te zorgen dat we al die mensen met een lesbevoegdheid weer voor de klas krijgen? Dan wil ik niet alleen horen wie ze gaat bedanken en feliciteren voor de goede initiatieven, maar ook wat zij daar zelf aan gaat doen.",18
19,"We lezen vandaag dus het bericht over de externe inhuur, die de pan uit rijst, maar nog niet zo lang geleden lazen we berichten dat de cao-onderhandelingen van het voortgezet onderwijs zijn stukgelopen. Die onderhandelingen gaan over de toegenomen lasten, over taken, over verantwoordelijkheden en over heel veel dingen die verzwaard zijn en die onherroepelijk ook leiden tot een groter docententekort en dus ook tot een grotere externe inhuur. Niet voor niks heeft de fractie van Nieuw Sociaal Contract een motie ingediend over bijvoorbeeld de klassengrootte, die nog steeds boven de markt hangt, maar ook een motie over de lesurennorm, die is aangenomen. In het licht van die stukgelopen cao-onderhandelingen en die motie over de lessennorm wil ik de vraag stellen aan de staatssecretaris waaruit de inspanning heeft bestaan om de maximumlesurennorm te realiseren waar die motie toe oproept. Ik begrijp dat er nu misschien te weinig tijd is om daarop in te gaan, dus ik vraag wellicht ook nog een schriftelijke toelichting later, maar nu een mondelinge.","Sender: Rooderkerk, message: Op dit moment hebben wij 200.000 fte aan leraren op 2 miljoen leerlingen. Kortom, we zouden klassen kunnen hebben van maar tien kinderen per leraar, maar dat is helaas niet het geval. We zien namelijk dat heel veel leraren uit het onderwijs en uit de klas zijn gestroomd en in de grote schil rondom het onderwijs werkzaam zijn. Ondertussen gaat het heel slecht met de onderwijskwaliteit, wachten we nog steeds op een herstelplan van dit kabinet en wordt de grootste onderwijsbezuiniging van deze eeuw doorgevoerd. Mijn vraag is dus: wat gaat deze minister eraan doen om te zorgen dat we al die mensen met een lesbevoegdheid weer voor de klas krijgen? Dan wil ik niet alleen horen wie ze gaat bedanken en feliciteren voor de goede initiatieven, maar ook wat zij daar zelf aan gaat doen., Sender: Paul, message: Ik heb net een aantal maatregelen genoemd waarmee ik in ieder geval wil zorgen dat externe inhuur wordt ontmoedigd. Een ander punt is dat ik werk aan het aantrekkelijker maken van het vak en het ervoor zorgen — dat is in de afgelopen periode gebeurd en dat wordt doorgezet — dat de salarissen op orde zijn en dat de werkdruk omlaag wordt gebracht. Er wordt ook naar gekeken — dat heb ik net niet genoemd — dat de lerarenopleidingen zo goed aansluiten bij de praktijk dat het aantrekkelijker wordt om een lerarenopleiding te gaan doen. De zijinstroom wordt bevorderd. Het meerurenmaatwerk wordt verder doorgetrokken, zodat mensen die meer kunnen en willen werken ook meer gaan werken, waardoor ze collega's ontlasten. Dat is een heel pakket aan maatregelen waar we volgens mij al voortvarend mee aan de slag zijn en dat ik wil doorzetten. Ik zie mevrouw Rooderkerk weglopen, maar ik heb nog één punt over het pakken van het potentieel: hoe kun je de stille reserve aanboren? Dat is dus ten eerste door deze maatregelen, waardoor mensen die allemaal een warm kloppend onderwijshart hebben maar om allerlei heel uiteenlopende redenen uit het onderwijs zijn gestapt, hopelijk onder deze condities terug willen gaan. Ik weet vanuit mijn gesprekken met onderwijsregio's dat zij ook heel bewust gesprekken voeren en hun netwerk aanboren van mensen die vertrokken zijn maar die ze weer terug weten te halen. Daar zijn hele mooie voorbeelden van. Misschien zou je het liefst een grote mailing willen sturen en iedereen benaderen die daarvoor in aanmerking komt. Daar hebben we ook weleens met de Kamer over gesproken, maar er zijn belemmeringen, onder andere op het gebied van de AVG. Wat we bijvoorbeeld doen, is meeliften in mailings van de pensioenfondsen, omdat die ook naar oud-leraren toe gaan. In die mailings doen we ook echt concreet een oproep in de zin van: kom terug naar dat fijne onderwijs. Dat is een van de manieren die we ook aanwenden. Ik zal blijven kijken naar creatieve en innovatieve manieren om dat te doen om mensen terug te winnen voor het onderwijs. Ik ga daar ook heel graag met de Kamer over in gesprek, zeker wanneer we het later dit jaar of begin volgend jaar over de lerarenstrategie gaan hebben.",17
1,Hier volgt alvast mijn schriftelijke toelichting: u heeft maar 30 seconden en u heeft uw tijd bijna verdubbeld. De staatssecretaris.,"Sender: Paul, message: Ik heb net een aantal maatregelen genoemd waarmee ik in ieder geval wil zorgen dat externe inhuur wordt ontmoedigd. Een ander punt is dat ik werk aan het aantrekkelijker maken van het vak en het ervoor zorgen — dat is in de afgelopen periode gebeurd en dat wordt doorgezet — dat de salarissen op orde zijn en dat de werkdruk omlaag wordt gebracht. Er wordt ook naar gekeken — dat heb ik net niet genoemd — dat de lerarenopleidingen zo goed aansluiten bij de praktijk dat het aantrekkelijker wordt om een lerarenopleiding te gaan doen. De zijinstroom wordt bevorderd. Het meerurenmaatwerk wordt verder doorgetrokken, zodat mensen die meer kunnen en willen werken ook meer gaan werken, waardoor ze collega's ontlasten. Dat is een heel pakket aan maatregelen waar we volgens mij al voortvarend mee aan de slag zijn en dat ik wil doorzetten. Ik zie mevrouw Rooderkerk weglopen, maar ik heb nog één punt over het pakken van het potentieel: hoe kun je de stille reserve aanboren? Dat is dus ten eerste door deze maatregelen, waardoor mensen die allemaal een warm kloppend onderwijshart hebben maar om allerlei heel uiteenlopende redenen uit het onderwijs zijn gestapt, hopelijk onder deze condities terug willen gaan. Ik weet vanuit mijn gesprekken met onderwijsregio's dat zij ook heel bewust gesprekken voeren en hun netwerk aanboren van mensen die vertrokken zijn maar die ze weer terug weten te halen. Daar zijn hele mooie voorbeelden van. Misschien zou je het liefst een grote mailing willen sturen en iedereen benaderen die daarvoor in aanmerking komt. Daar hebben we ook weleens met de Kamer over gesproken, maar er zijn belemmeringen, onder andere op het gebied van de AVG. Wat we bijvoorbeeld doen, is meeliften in mailings van de pensioenfondsen, omdat die ook naar oud-leraren toe gaan. In die mailings doen we ook echt concreet een oproep in de zin van: kom terug naar dat fijne onderwijs. Dat is een van de manieren die we ook aanwenden. Ik zal blijven kijken naar creatieve en innovatieve manieren om dat te doen om mensen terug te winnen voor het onderwijs. Ik ga daar ook heel graag met de Kamer over in gesprek, zeker wanneer we het later dit jaar of begin volgend jaar over de lerarenstrategie gaan hebben., Sender: Soepboer, message: We lezen vandaag dus het bericht over de externe inhuur, die de pan uit rijst, maar nog niet zo lang geleden lazen we berichten dat de cao-onderhandelingen van het voortgezet onderwijs zijn stukgelopen. Die onderhandelingen gaan over de toegenomen lasten, over taken, over verantwoordelijkheden en over heel veel dingen die verzwaard zijn en die onherroepelijk ook leiden tot een groter docententekort en dus ook tot een grotere externe inhuur. Niet voor niks heeft de fractie van Nieuw Sociaal Contract een motie ingediend over bijvoorbeeld de klassengrootte, die nog steeds boven de markt hangt, maar ook een motie over de lesurennorm, die is aangenomen. In het licht van die stukgelopen cao-onderhandelingen en die motie over de lessennorm wil ik de vraag stellen aan de staatssecretaris waaruit de inspanning heeft bestaan om de maximumlesurennorm te realiseren waar die motie toe oproept. Ik begrijp dat er nu misschien te weinig tijd is om daarop in te gaan, dus ik vraag wellicht ook nog een schriftelijke toelichting later, maar nu een mondelinge.",19
17,De heer Soepboer overvraagt me een beetje. Ik heb dat niet paraat. Ik kom daar graag op terug via een brief.,"Sender: Soepboer, message: We lezen vandaag dus het bericht over de externe inhuur, die de pan uit rijst, maar nog niet zo lang geleden lazen we berichten dat de cao-onderhandelingen van het voortgezet onderwijs zijn stukgelopen. Die onderhandelingen gaan over de toegenomen lasten, over taken, over verantwoordelijkheden en over heel veel dingen die verzwaard zijn en die onherroepelijk ook leiden tot een groter docententekort en dus ook tot een grotere externe inhuur. Niet voor niks heeft de fractie van Nieuw Sociaal Contract een motie ingediend over bijvoorbeeld de klassengrootte, die nog steeds boven de markt hangt, maar ook een motie over de lesurennorm, die is aangenomen. In het licht van die stukgelopen cao-onderhandelingen en die motie over de lessennorm wil ik de vraag stellen aan de staatssecretaris waaruit de inspanning heeft bestaan om de maximumlesurennorm te realiseren waar die motie toe oproept. Ik begrijp dat er nu misschien te weinig tijd is om daarop in te gaan, dus ik vraag wellicht ook nog een schriftelijke toelichting later, maar nu een mondelinge., Sender: voorzitter, message: Hier volgt alvast mijn schriftelijke toelichting: u heeft maar 30 seconden en u heeft uw tijd bijna verdubbeld. De staatssecretaris.",19
1,"Prima. De heer Uppelschoten, PVV.","Sender: voorzitter, message: Hier volgt alvast mijn schriftelijke toelichting: u heeft maar 30 seconden en u heeft uw tijd bijna verdubbeld. De staatssecretaris., Sender: Paul, message: De heer Soepboer overvraagt me een beetje. Ik heb dat niet paraat. Ik kom daar graag op terug via een brief.",17
20,"Hoe rechtvaardigt u dat commerciële bureaus zoals Maandag en Randstad nu structureel miljoenen verdienen aan publiek onderwijsgeld door die docenten direct een vaste aanvulling en een hoger salaris te geven? Het probleem is vaak dat de scholen dat zelf blijkbaar niet kunnen bieden. Er gaat meer geld naar dure mensen die ingehuurd worden. Dat leidt er uiteindelijk toe dat er minder docenten aangesteld kunnen worden, omdat degenen die ingehuurd worden veel duurder zijn dan het zittende personeel. Hoe denkt u dat u daar iets aan kan doen?","Sender: Paul, message: De heer Soepboer overvraagt me een beetje. Ik heb dat niet paraat. Ik kom daar graag op terug via een brief., Sender: voorzitter, message: Prima. De heer Uppelschoten, PVV.",17
